line,Name,genres
502.0,Dar stipresnis,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Fantasy"
508.0,Power Players,"Sure, here are the 3 genres for the TV show/film:

1. Sports
2. Drama
3. Comedy"
506.0,Emma Barnett Meets...,"Sure, here are the 3 genres for the TV show/film:

1. **News and Current Affairs**
2. **Political**
3. **Humanitarian**"
510.0,The Future with Hannah Fry,"Sure, here are 3 genres for the TV show/film:

1. Science Fiction
2. Bio-Tech
3. Documentary"
507.0,The David Rubenstein Show: Peer to Peer Conversations,"Sure, here are the 3 genres for the TV show/film:

1. **Business**
2. **Biography**
3. **Comedy**"
509.0,Bloomberg Investigates,"1. Religious Drama
2. Crime Drama
3. Investigative Journalism"
511.0,Hello World,"Sure, here are the 3 genres for the TV show/film:

1. Tech Documentary
2. Sci-Fi
3. Comedy"
512.0,Bloomberg Markets: Asia,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Current Affairs
3. Entertainment"
513.0,Relax and Unwind,"Sure, here are 3 genres for the TV show/film:

1. Children's entertainment
2. Educational children's programming
3. Animation"
514.0,BabyTV's Night Time Melodies,"Sure, the genres of the TV show/film are:

1. Children's music
2. Animation
3. Relaxation"
515.0,Barb ir Star keliauja prie jūros,"1. Draginė
2. Komercialinis
3. Pasiešinis"
517.0,Dogs: The Untold Story,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Historical
3. Animal"
516.0,Dr. Jeff: Rocky Mountain Vet,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Medical"
518.0,Insane Pools Off the Deep End,"Sure, here are 3 genres for the TV show/film:

1. Home Improvement
2. Reality TV
3. Pool Design"
520.0,My Tiny Terror,"1. Family Comedy
2. Children's Comedy
3. Drama"
519.0,Homestead Rescue,"Sure, here are the 3 genres for the TV show/film:

1. **DIY (Do It Yourself):** This genre focuses on home improvement, DIY projects, and home maintenance."
522.0,Edge of Alaska,"Sure, here are 3 genres for the TV show/film:

1. Western
2. Drama
3. Science Fiction"
521.0,Dogs: The Untold Story,"Sure, here are the 3 genres for the TV show/film:

1. **Biography**
2. **Documentary**
3. **History**"
523.0,Aš sutikau merginą,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Comedy"
524.0,Venecija nėra Italijoje,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Romance"
525.0,Маэстро,"1. Романічний фільм
2. Фільм жахів
3. Музичний фільм"
526.0,Leaders with Lacqua Goes Green,"Sure, here are 3 genres for the TV show/film:

1. **Documentary**
2. **Talk Show**
3. **News**"
527.0,The Deal with Alex Rodriguez and Jason Kelly,"Sure, here are the 3 genres for the TV show/film:

1. Sports
2. Business
3. Documentary"
528.0,Bloomberg Daybreak: Australia,"Sure, here are the 3 genres for the TV show/film:

1. News and Current Affairs
2. Business and Finance
3. International Relations"
529.0,Bloomberg Originals,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Science fiction
3. Business"
530.0,Gyvenimas kalnuose,"Sure, here are 3 genres for the TV show/film:

1. **Documentary**
2. **Nature**
3. **Humanitarian**"
531.0,CSI kriminalistai,"Sure, here are the 3 genres for the TV show/film:

1. Crime Drama
2. Mystery
3. Thriller"
532.0,Imagination Playground,"Sure, here are the 3 genres for the TV show/film:

1. Children's comedy
2. Educational
3. Animation"
533.0,Moon and Stars,"Sure, the genres of the TV show/film are:

1. Children's animation
2. Educational
3. Music video"
534.0,Teisingumo agentai,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Crime
3. Mystery"
535.0,CSI kriminalistai,"Sure, here are the 3 genres for the TV show/film:

1. Crime drama
2. Mystery
3. Thriller"
536.0,From Night to Day,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Music video"
537.0,Neįtikėtina fakyro kelionė,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Fantasy"
538.0,Kuo čia dėta meilė?,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Comedy
3. Romance"
539.0,Business Today USA,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Documentary
3. Reality"
540.0,Bloomberg Investigates,"Sure, here are the 3 genres for this TV show/film:

1. Investigative journalism
2. Documentary
3. Science fiction"
541.0,Bloomberg: The Opening Trade,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Documentary
3. Talk Show"
542.0,Power Players,"Sure, here are the 3 genres for the TV show/film:

1. Sports
2. Drama
3. Comedy"
543.0,Bloomberg Horizons Middle East & Africa,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. Economics
3. Political"
544.0,Giggle Wiggle,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Dance"
545.0,Magical First Discoveries,"Sure, here are the 3 genres for the TV show/film:

1. Educational
2. Children's
3. Cartoons"
546.0,Songs & Rhymes,"Sure, here are the 3 genres for the TV show/film:

1. Children's Music
2. Nursery Rhymes
3. Children's Educational"
547.0,Pit Bulls & Parolees,"Sure, here are the 3 genres for the TV show/film:

1. **Reality TV**
2. **Drama**
3. **Comedy**"
548.0,Alaskan Bush People,"Sure, here are the 3 genres for the TV show/film:

1. **Survival**
2. **Documentary**
3. **Reality**"
549.0,Homestead Rescue,"Sure, here are the 3 genres for the TV show/film:

1. Home Improvement
2. Reality TV
3. Family"
551.0,Pričiupom!,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Documentary"
550.0,Tanked,"Sure, here are the 3 genres for the TV show/film:

1. **Aquarium Documentary**
2. **Lifestyle**
3. **Comedy**"
552.0,Slaptas keleivis,"Sure, here are the 3 genres for the TV show/film:

1. Horror
2. Science fiction
3. Mystery"
553.0,Hadsonas ir Reksas,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Crime"
554.0,Mini Matinee,"Sure, here are the 3 genres for the TV show/film:

1. Educational
2. Adventure
3. Family"
555.0,Rise & Shine with BabyTV Friends,"Sure, here are the 3 genres for the TV show/film:

1. Children's animation
2. Educational
3. Music video"
562.0,Joninės Klaipėdos Jono kalnelyje,"No Description, Unknown, Unknown"
556.0,Dreamy Nights,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Animation
3. Music video"
557.0,Click,"Sure, here are the 3 genres for the TV show/film:

1. Technology
2. Music
3. News"
563.0,Kapitonas Šerifas,"No Description, Unknown, Unknown"
558.0,Click,"1. Technology
2. News
3. Science Fiction"
565.0,Drugelio šokis,"No Description, Unknown, Unknown"
559.0,Drugelio šokis,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Romance"
560.0,Aš netikiu,"Sure, here are 3 genres for the show/film:

1. Romantic comedy
2. Drama
3. Comedy"
561.0,Mūsų draugas,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Comedy"
564.0,Mergina su persikais,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Crime"
566.0,Animal Cops: Philadelphia,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Documentary
3. Crime"
567.0,Extinct or Alive,"Sure, here are the 3 genres for the TV show/film:

1. Nature Documentary
2. Animal Discovery
3. Historical Documentary"
574.0,Prasmingi susitikimai,"No Description, Unknown, Unknown"
568.0,Dr. Jeff: Rocky Mountain Vet,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Animal"
569.0,Virtuvės košmarai,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Food"
576.0,Verslios mamos,"No Description, Unknown, Unknown"
570.0,Mano virtuvė geriausia,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Reality show"
571.0,Водоворот чужих желаний,"Sure, here are 3 genres for the TV show/film:

1. Mystery
2. Thriller
3. Fantasy"
572.0,Право на помилование,"Sure, here are 3 genres for the TV show/film:

1. Crime drama
2. Thriller
3. Legal drama"
573.0,The Exchange,"Sure, here are the 3 genres for the TV show/film:

1. News
2. Business
3. Finance"
575.0,Kapitonas ir Senutė,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Fantasy
3. Comedy"
577.0,Liūtis,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Crime
3. Action"
579.0,Kaupikai,"Sure, here are the 3 genres for the TV show/film:

1. Historical fiction
2. Fantasy
3. Drama"
578.0,Skubi pagalba,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Science Fiction"
580.0,Aeon Flux,"Sure, here are 3 genres for the TV show/film:

1. Science Fiction
2. Drama
3. Mystery"
581.0,Ekstrasensų mūšis,"Sure, here are the 3 genres for the TV show/film:

1. Horror
2. Mystery
3. Science Fiction"
583.0,Farų karai. Charkivas,"1. Dramas
2. Kriminalinis
3. Sitcom"
582.0,Behind the Stories,"Sure, here are the 3 genres for the TV show/film:

1. News
2. Documentary
3. Reality"
584.0,CSI Majamis,"Sure, here are 3 genres for the TV show/film:

1. Crime Drama
2. Mystery
3. Thriller"
585.0,Dreamy Nights,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational animation
3. Soft-core music"
586.0,Moon and Stars,"Sure, the genres for this TV show/film are:

1. Children's animation
2. Educational
3. Relaxation"
587.0,Good-Morning Stretch,"Sure, here are the 3 genres for the TV show/film:

1. Children's
2. Educational
3. Cartoons"
588.0,Nusirenk,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Science Fiction"
589.0,How Do Animals Do That,"Sure, here are the 3 genres for the TV show/film:

1. **Nature Documentary**
2. **Science Documentary**
3. **Animal Documentary**"
590.0,Insane Pools Off the Deep End,"Sure, here are the 3 genres for the TV show/film:

1. Home Improvement
2. Reality TV
3. Sports"
591.0,Intruders,"Sure, here are the 3 genres for the TV show/film:

1. Horror
2. Thriller
3. Drama"
592.0,Šviežias kraujas,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Crime"
593.0,Kalnietis,"Sure, here are the 3 genres for the TV show/film:

1. Fantasy
2. Science fiction
3. Drama"
594.0,Imagination Playground,"Sure, here are 3 genres for the TV show/film:

1. Children's Education
2. Children's Comedy
3. Children's Music"
595.0,Lemtingas posūkis: Mirties pamatas,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Romance"
596.0,Kelnėse dar ne senelis,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Crime"
597.0,Krokodilas Dandis. Sugrįžimas,"Sure, here are the 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Mystery"
598.0,Faraway Eyes,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Science Fiction
3. Fantasy"
599.0,Slaptas dienoraštis,"Sure, here are 3 genres for the TV show/film:

1. Drama
2. Mystery
3. History"
600.0,Norėčiau būti čia,"Sure, here are 3 genres for the TV show/film:

1. Comedy
2. Drama
3. Fantasy"
601.0,Rugged Justice,"Sure, here are the 3 genres for the TV show/film:

1. Law Enforcement
2. Drama
3. Action"
602.0,"Art, Creativity & Music with BabyTV","Sure, the 3 genres for this TV show/film are:

1. Children's entertainment
2. Educational
3. Music"
603.0,Imagination Playground,"Sure, here are the 3 genres for the TV show/film:

1. Children's
2. Educational
3. Cartoony"
604.0,Relax and Unwind,"Sure, here are the 3 genres for the TV show/film:

1. Children's music
2. Educational
3. Cartoons"
605.0,Bloomberg Daybreak: Europe,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. International Relations
3. Economics"
606.0,Šviežias kraujas,"1. Kriminalinis
2. Dramas
3. Komedija"
607.0,Kodas,"Sure, here are 3 genres for the TV show/film:

1. Crime drama
2. Science fiction
3. Action"
608.0,Guessing Games with Jump Out of Bed Sleepy Head & Friends,"Sure, here are the 3 genres for the TV show/film:

1. Children's comedy
2. Educational
3. Music"
609.0,Bloomberg Screentime: Defining the Next Phase of Pop Culture,"Sure, here are the 3 genres for the TV show/film:

1. **Entertainment**
2. **Documentary**
3. **Business**"
610.0,Bloomberg: The Opening Trade,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Documentary
3. Talk Show"
611.0,Next Africa,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Political
3. Social"
612.0,Dogs: The Untold Story,"Sure, here are the 3 genres for this TV show/film:

1. Documentary
2. Historical
3. Animal"
613.0,Killer Whales,"Sure, the genres for this TV show/film are:

1. Science fiction
2. Documentary
3. Drama"
614.0,Edge of Alaska,"Sure, here are the 3 genres for the TV show/film:

1. Western
2. Drama
3. Mystery"
615.0,The Travel Show,"Sure, here are the 3 genres for the TV show/film:

1. Travel Documentary
2. Travel Reality Show
3. Travel Variety Show"
616.0,Bloomberg the Asia Trade,"Sure, here are the 3 genres for the TV show/film:

1. Business
2. News
3. Documentary"
617.0,Truputis tavo gimtadienio,"Sure, the genres for the TV show/film are:

1. Drama
2. Comedy
3. Romance"
624.0,Guessing Games with the World is a Wonder & Friends,"No Description, Unknown, Unknown"
618.0,Водоворот чужих желаний,"Sure, here are 3 genres for the TV show/film:

1. Mystery
2. Thriller
3. Drama"
619.0,Relax and Unwind,"Sure, here are the 3 genres for the TV show/film:

1. Children's entertainment
2. Educational
3. Music videos"
620.0,Dreamy Nights,"Sure, the genres of the TV show/film are:

1. Children's entertainment
2. Educational
3. Animation"
621.0,Magical First Discoveries,"Sure, here are the 3 genres for the TV show/film:

1. Educational
2. Children's
3. Nature"
622.0,Никонов и Ко,"Sure, here are 3 genres for the TV show/film:

1. Crime drama
2. Thriller
3. Drama"
623.0,Консультант,"Sure, here are 3 genres for the TV show/film:

1. Thriller
2. Drama
3. Crime"
625.0,Bloomberg Balance of Power,"Sure, here are 3 genres for the TV show/film:

1. Political Documentary
2. News Program
3. Current Affairs"
626.0,Talking Movies,"Sure, here are the 3 genres for the TV show/film:

1. Documentary
2. Drama
3. Comedy"
627.0,Business Today – NYSE Opening Bell,"Sure, here are the 3 genres for the TV show/film:

1. Business News
2. Documentary
3. News Program"
628.0,Nenuspėjamas Atlanto vandenynas,"Sure, here are the 3 genres for the TV show/film:

1. Adventure
2. Drama
3. Science fiction"
629.0,2LT,"Sure, the genres for the TV show/film are:

1. Musical drama
2. Comedy
3. Romance"
630.0,Zoltan the Wolfman,"Sure, here are the 3 genres for the TV show/film:

1. Animal Documentary
2. Reality Show
3. Nature Documentary"
631.0,Amanda to the Rescue,"Sure, here are the three genres for the TV show/film:

1. **Drama**
2. **Comedy**
3. **Reality**"
632.0,Crikey! It's the Irwins,"Sure, here are the 3 genres for the TV show/film:

1. Nature/Wildlife
2. Reality TV
3. Family"
633.0,My Cat from Hell,"Sure, here are the 3 genres for the TV show/film:

1. Drama
2. Comedy
3. Action"
635.0,Paskutinis mūšis,"Sure, here are the 3 genres for the TV show/film:

1. Sports drama
2. Comedy
3. Action"
634.0,Tanked,"Sure, here are the 3 genres for the TV show/film:

1. **Music Video**
2. **Documentary**
3. **Reality Show**"
